id,name,venue_type,abbreviation,publisher,total_publications,faculty_publications,created_at,updated_at
410,Silico Biol.,journal,,,1,1,2026-01-31 22:36:05.394531,2026-01-31 22:36:05.399880
411,"International Joint Conference on Neural Networks, IJCNN 2009, Atlanta,
Georgia, USA, 14-19 June 2009",conference,,IEEE Computer Society,1,1,2026-01-31 22:36:05.400083,2026-01-31 22:36:05.404871
412,Comput. Biol. Chem.,journal,,,1,1,2026-01-31 22:36:05.421338,2026-01-31 22:36:05.427391
413,"International Conference on Bioinformatics & Computational Biology,
BIOCOMP 2008, July 14-17, 2008, Las Vegas Nevada, USA, 2 Volumes",conference,,CSREA Press,1,1,2026-01-31 22:36:05.446846,2026-01-31 22:36:05.450876
414,Bioinform.,journal,,,1,1,2026-01-31 22:36:05.456461,2026-01-31 22:36:05.464899
415,Data Knowl. Eng.,journal,,,1,1,2026-01-31 22:36:05.465110,2026-01-31 22:36:05.471895
408,Int. J. Data Warehous. Min.,journal,,,2,2,2026-01-31 22:36:05.368103,2026-01-31 22:36:05.487695
416,"2007 International Conference on Computing: Theory and Applications
(ICCTA 2007), 5-7 March 2007, Kolkata, India",conference,,IEEE Computer Society,1,1,2026-01-31 22:36:05.487901,2026-01-31 22:36:05.493458
417,"IJCAI 2007, Proceedings of the 20th International Joint Conference
on Artificial Intelligence, Hyderabad, India, January 6-12, 2007",conference,,,2,2,2026-01-31 22:36:05.506445,2026-01-31 22:36:05.520765
418,"Pattern Recognition and Machine Intelligence, Second International
Conference, PReMI 2007, Kolkata, India, December 18-22, 2007, Proceedings",conference,,Springer,1,1,2026-01-31 22:36:05.539791,2026-01-31 22:36:05.544426
390,NeuroImage,journal,,,4,4,2026-01-31 22:36:04.851881,2026-01-31 22:36:05.569672
407,Int. J. Inf. Decis. Sci.,journal,,,2,2,2026-01-31 22:36:05.291552,2026-01-31 22:36:06.227122
419,"9th International Conference in Information Technology, ICIT 2006,
Bhubaneswar, Orissa, India, 18-21 December 2006",conference,,IEEE Computer Society,4,4,2026-01-31 22:36:05.580348,2026-01-31 22:36:07.723583
420,"IEEE International Conference on Fuzzy Systems, FUZZ-IEEE 2006,
Vancouver, BC, Canada, July 16-21, 2006",conference,,IEEE,1,1,2026-01-31 22:36:05.588642,2026-01-31 22:36:05.593611
421,"Computer Vision, Graphics and Image Processing, 5th Indian Conference,
ICVGIP 2006, Madurai, India, December 13-16, 2006, Proceedings",conference,,Springer,1,1,2026-01-31 22:36:05.605402,2026-01-31 22:36:05.609420
422,"Proceedings of the International Joint Conference on Neural Networks,
IJCNN 2006, part of the IEEE World Congress on Computational Intelligence,
WCCI 2006, Vancouver, BC, Canada, 16-21 July 2006",conference,,IEEE,2,2,2026-01-31 22:36:05.627157,2026-01-31 22:36:05.650077
425,"IEEE International Joint Conference on Neural Networks, IJCNN
2005, Montreal, QC, Canada, July 31 - August 4, 2005",conference,,IEEE,1,1,2026-01-31 22:36:05.706711,2026-01-31 22:36:05.712083
426,"Intelligence and Security Informatics, IEEE International Conference
on Intelligence and Security Informatics, ISI 2005, Atlanta, GA,
USA, May 19-20, 2005, Proceedings",conference,,Springer,1,1,2026-01-31 22:36:05.712283,2026-01-31 22:36:05.719907
427,"Neural Information Processing, 11th International Conference, ICONIP
2004, Calcutta, India, November 22-25, 2004, Proceedings",conference,,Springer,2,2,2026-01-31 22:36:05.735856,2026-01-31 22:36:05.801554
429,"Sequence Learning - Paradigms, Algorithms, and Applications",conference,,Springer,1,1,2026-01-31 22:36:05.841723,2026-01-31 22:36:05.845914
430,"Proceedings of the IEEE-INNS-ENNS International Joint Conference
on Neural Networks, IJCNN 2000, Neural Computing: New Challenges
and Perspectives for the New Millennium, Como, Italy, July 24-27,
2000, Volume 1",conference,,IEEE Computer Society,1,1,2026-01-31 22:36:05.846128,2026-01-31 22:36:05.852635
431,"The Fifth International Conference on Neural Information Processing,
ICONIP'R98, Kitakyushu, Japan, October 21-23, 1998, Proceedings",conference,,IOA Press,1,1,2026-01-31 22:36:05.873975,2026-01-31 22:36:05.877878
432,"Connectionist Representations: 4th Neural Computation and Psychology
Workshop, NCPW 1997, London, UK, April 9-11, 1997",conference,,Springer,1,1,2026-01-31 22:36:05.888415,2026-01-31 22:36:05.891265
433,"IJCNN 1990, International Joint Conference on Neural Networks, San
Diego, CA, USA, June 17-21, 1990",conference,,IEEE,1,1,2026-01-31 22:36:05.898164,2026-01-31 22:36:05.902810
435,Int. J. Appl. Math. Comput. Sci.,journal,,,1,1,2026-01-31 22:36:05.943547,2026-01-31 22:36:05.947399
438,"Eighth International Conference on Information Technology: New Generations,
ITNG 2011, Las Vegas, Nevada, USA, 11-13 April 2011",conference,,IEEE Computer Society,2,2,2026-01-31 22:36:05.995231,2026-01-31 22:36:06.009607
441,Netw. Model. Anal. Health Informatics Bioinform.,journal,,,1,1,2026-01-31 22:36:06.074983,2026-01-31 22:36:06.077756
442,"Distributed Computing and Internet Technology - 17th International
Conference, ICDCIT 2021, Bhubaneswar, India, January 7-10, 2021,
Proceedings",conference,,Springer,1,1,2026-01-31 22:36:06.084280,2026-01-31 22:36:06.088104
445,"Seventh International Conference on Contemporary Computing, IC3
2014, Noida, India, August 7-9, 2014",conference,,IEEE Computer Society,1,1,2026-01-31 22:36:06.134131,2026-01-31 22:36:06.141278
446,Int. J. Hybrid Intell. Syst.,journal,,,1,1,2026-01-31 22:36:06.195137,2026-01-31 22:36:06.199620
423,"Distributed Computing and Internet Technology, Second International
Conference, ICDCIT 2005, Bhubaneswar, India, December 22-24, 2005,
Proceedings",conference,,Springer,2,2,2026-01-31 22:36:05.680633,2026-01-31 22:36:07.372936
428,"2002 Language Engineering Conference (LEC 2002), 13-15 December
2002, Hyderabad, India",conference,,IEEE Computer Society,2,2,2026-01-31 22:36:05.826756,2026-01-31 22:36:07.410842
443,"Ninth International Conference on Advances in Pattern Recognition,
ICAPR 2017, Bangalore, India, December 27-30, 2017",conference,,IEEE,3,3,2026-01-31 22:36:06.109951,2026-01-31 22:36:08.090578
439,Computación y Sistemas,journal,,,2,2,2026-01-31 22:36:06.015605,2026-01-31 22:36:08.614570
444,"Eighth International Conference on Advances in Pattern Recognition,
ICAPR 2015, Kolkata, India, January 4-7, 2015",conference,,IEEE,2,2,2026-01-31 22:36:06.124729,2026-01-31 22:36:08.989145
440,"Information Systems Security, Second International Conference, ICISS
2006, Kolkata, India, December 19-21, 2006, Proceedings",conference,,Springer,2,2,2026-01-31 22:36:06.034260,2026-01-31 22:36:09.210035
424,"ICEIS 2005, Proceedings of the Seventh International Conference
on Enterprise Information Systems, Miami, USA, May 25-28, 2005",conference,,,3,3,2026-01-31 22:36:05.695249,2026-01-31 22:36:09.287531
447,"12th International Conference on Intelligent Systems Design and Applications,
ISDA 2012, Kochi, India, November 27-29, 2012",conference,,IEEE,1,1,2026-01-31 22:36:06.204850,2026-01-31 22:36:06.209294
448,"Distributed Computing and Intelligent Technology - 21st International
Conference, ICDCIT 2025, Bhubaneswar, India, January 8-11, 2025,
Proceedings",conference,,Springer,1,1,2026-01-31 22:36:06.242348,2026-01-31 22:36:06.245251
449,Scientometrics,journal,,,1,1,2026-01-31 22:36:06.275198,2026-01-31 22:36:06.280016
450,"Proceedings of the 6th Joint International Conference on Data Science
& Management of Data (10th ACM IKDD CODS and 28th COMAD),
Mumbai, India, January 4-7, 2023",conference,,ACM,1,1,2026-01-31 22:36:06.280225,2026-01-31 22:36:06.283821
451,"5th International Conference on Recent Advances in Information Technology,
RAIT 2023, Dhanbad, India, March 3-5, 2023",conference,,IEEE,1,1,2026-01-31 22:36:06.293831,2026-01-31 22:36:06.298438
453,"IEEE/ACM 2018 International Conference on Advances in Social Networks
Analysis and Mining, ASONAM 2018, Barcelona, Spain, August 28-31,
2018",conference,,IEEE Computer Society,1,1,2026-01-31 22:36:06.335305,2026-01-31 22:36:06.339146
454,"2018 Eleventh International Conference on Contemporary Computing,
IC3 2018, Noida, India, August 2-4, 2018",conference,,IEEE Computer Society,1,1,2026-01-31 22:36:06.339346,2026-01-31 22:36:06.342782
455,"Intelligence and Security Informatics - 12th Pacific Asia Workshop,
PAISI 2017, Jeju Island, South Korea, May 23, 2017, Proceedings",conference,,,1,1,2026-01-31 22:36:06.356023,2026-01-31 22:36:06.360181
456,"Distributed Computing and Internet Technology - 12th International
Conference, ICDCIT 2016, Bhubaneswar, India, January 15-18, 2016,
Proceedings",conference,,Springer,1,1,2026-01-31 22:36:06.366563,2026-01-31 22:36:06.369283
457,IEEE ACM Trans. Comput. Biol. Bioinform.,journal,,,1,1,2026-01-31 22:36:06.372313,2026-01-31 22:36:06.375521
458,"Proceedings of the Second ACM IKDD Conference on Data Sciences,
Bangalore, CoDS 2015, India, March 18-21, 2015",conference,,ACM,1,1,2026-01-31 22:36:06.378519,2026-01-31 22:36:06.382170
460,"Advances in Computing and Information Technology - Proceedings of
the Second International Conference on Advances in Computing and Information
Technology (ACITY) July 13-15, 2012, Chennai, India - Volume 2",conference,,Springer,1,1,2026-01-31 22:36:06.397485,2026-01-31 22:36:06.402425
461,WIREs Data Mining Knowl. Discov.,journal,,,1,1,2026-01-31 22:36:06.412484,2026-01-31 22:36:06.417507
462,"Advances in Computing and Communications - First International Conference,
ACC 2011, Kochi, India, July 22-24, 2011, Proceedings, Part III",conference,,Springer,1,1,2026-01-31 22:36:06.423013,2026-01-31 22:36:06.426915
463,Constraints An Int. J.,journal,,,1,1,2026-01-31 22:36:06.450844,2026-01-31 22:36:06.454289
464,Int. J. Cloud Appl. Comput.,journal,,,1,1,2026-01-31 22:36:06.467459,2026-01-31 22:36:06.471307
466,"Proceedings of the International Semantic Intelligence Conference
2021 (ISIC 2021), New Delhi, India, February 25-27, 2021",conference,,CEUR-WS.org,1,1,2026-01-31 22:36:06.488932,2026-01-31 22:36:06.494965
452,"Distributed Computing and Internet Technology - 16th International
Conference, ICDCIT 2020, Bhubaneswar, India, January 9-12, 2020,
Proceedings",conference,,Springer,3,3,2026-01-31 22:36:06.303429,2026-01-31 22:36:07.459251
437,"1st International Conference on Recent Advances in Information Technology,
RAIT 2012, Dhanbad, India, March 15-17, 2012",conference,,IEEE,4,4,2026-01-31 22:36:05.990227,2026-01-31 22:36:08.173152
459,"The 2013 International Joint Conference on Neural Networks, IJCNN
2013, Dallas, TX, USA, August 4-9, 2013",conference,,IEEE,2,2,2026-01-31 22:36:06.393450,2026-01-31 22:36:09.882668
488,"Document Analysis and Recognition - 4th Workshop, DAR 2018, Held
in Conjunction with ICVGIP 2018, DAR@ICVGIP 2018, Hyderabad, India,
December 18, 2018, Revised Selected Papers",conference,,Springer,1,1,2026-01-31 22:36:06.986710,2026-01-31 22:36:06.989893
489,"2018 IEEE SENSORS, New Delhi, India, October 28-31, 2018",conference,,IEEE,1,1,2026-01-31 22:36:06.993325,2026-01-31 22:36:07.000963
490,"IEEE Symposium Series on Computational Intelligence, SSCI 2018,
Bangalore, India, November 18-21, 2018",conference,,IEEE,1,1,2026-01-31 22:36:07.001192,2026-01-31 22:36:07.005024
491,"2017 International Conference on Advances in Computing, Communications
and Informatics, ICACCI 2017, Udupi (Near Mangalore), India, September
13-16, 2017",conference,,IEEE,1,1,2026-01-31 22:36:07.009750,2026-01-31 22:36:07.014202
492,"First Workshop of Machine Learning, 14th IAPR International Conference
on Document Analysis and Recognition, WML@ICDAR 2017, Kyoto, Japan,
November 9-15, 2017",conference,,IEEE,1,1,2026-01-31 22:36:07.014437,2026-01-31 22:36:07.019839
493,"Intelligent Systems Design and Applications - 17th International Conference
on Intelligent Systems Design and Applications (ISDA 2017) Held
in Delhi, India, December 14-16, 2017",conference,,Springer,1,1,2026-01-31 22:36:07.020052,2026-01-31 22:36:07.025700
494,"13th International Conference on Signal-Image Technology & Internet-Based
Systems, SITIS 2017, Jaipur, India, December 4-7, 2017",conference,,IEEE Computer Society,1,1,2026-01-31 22:36:07.040188,2026-01-31 22:36:07.045175
496,"Computer Vision, Graphics, and Image Processing - ICVGIP 2016 Satellite
Workshops, WCVA, DAR, and MedImage, Guwahati, India, December 19,
2016, Revised Selected Papers",conference,,Springer,1,1,2026-01-31 22:36:07.066366,2026-01-31 22:36:07.069475
497,"2016 International Joint Conference on Neural Networks, IJCNN 2016,
Vancouver, BC, Canada, July 24-29, 2016",conference,,IEEE,1,1,2026-01-31 22:36:07.072249,2026-01-31 22:36:07.076033
498,"Advances in Signal Processing and Intelligent Recognition Systems
- Proceedings of Second International Symposium on Signal Processing
and Intelligent Recognition Systems (SIRS-2015) December 16-19,
2015, Trivandrum, India",conference,,Springer,1,1,2026-01-31 22:36:07.100727,2026-01-31 22:36:07.103594
499,"Twelfth International Conference on Wireless and Optical Communications
Networks, WOCN 2015, Bangalore, India, September 9-11, 2015",conference,,IEEE,1,1,2026-01-31 22:36:07.106676,2026-01-31 22:36:07.112010
478,Signal Process.,journal,,,2,2,2026-01-31 22:36:06.793764,2026-01-31 22:36:07.139698
501,"Proceedings of the 3rd International Conference on Frontiers of Intelligent
Computing: Theory and Applications (FICTA) 2014 - Volume 1, Bhubaneswar,
Odisa, India, 14-15 November 2014",conference,,Springer,1,1,2026-01-31 22:36:07.139909,2026-01-31 22:36:07.144704
502,"IEEE International Conference on Vehicular Electronics and Safety,
ICVES 2014, Hyderabad, India, December 16-17, 2014",conference,,IEEE,1,1,2026-01-31 22:36:07.153490,2026-01-31 22:36:07.157238
503,"Eleventh International Conference on Wireless and Optical Communications
Networks, WOCN 2014, Vijayawada, Guntur District, Andhra Pradesh,
India, September 11-13, 2014",conference,,IEEE,1,1,2026-01-31 22:36:07.160606,2026-01-31 22:36:07.164654
505,"Proceedings of the 21st International Conference on Pattern Recognition,
ICPR 2012, Tsukuba, Japan, November 11-15, 2012",conference,,IEEE Computer Society,1,1,2026-01-31 22:36:07.183939,2026-01-31 22:36:07.189319
495,Pattern Anal. Appl.,journal,,,2,2,2026-01-31 22:36:07.060474,2026-01-31 22:36:08.049408
506,"Proceeding of the workshop on Document Analysis and Recognition, DAR@ICVGIP
2012, Mumbai, India, December 16, 2012",conference,,ACM,2,2,2026-01-31 22:36:07.202635,2026-01-31 22:36:08.160850
500,Int. J. Auton. Adapt. Commun. Syst.,journal,,,2,2,2026-01-31 22:36:07.126128,2026-01-31 22:36:09.569044
519,"7th International Conference on Document Analysis and Recognition
(ICDAR 2003), 2-Volume Set, 3-6 August 2003, Edinburgh, Scotland,
UK",conference,,IEEE Computer Society,1,1,2026-01-31 22:36:07.395850,2026-01-31 22:36:07.399941
520,"6th International Conference on Document Analysis and Recognition
(ICDAR 2001), 10-13 September 2001, Seattle, WA, USA",conference,,IEEE Computer Society,1,1,2026-01-31 22:36:07.423454,2026-01-31 22:36:07.427957
521,"Computer Analysis of Images and Patterns, 7th International Conference,
CAIP'97, Kiel, Germany, September 10-12, 1997, Proceedings",conference,,Springer,1,1,2026-01-31 22:36:07.433499,2026-01-31 22:36:07.437054
523,"Distributed Computing and Internet Technology - 11th International
Conference, ICDCIT 2015, Bhubaneswar, India, February 5-8, 2015.
Proceedings",conference,,Springer,3,3,2026-01-31 22:36:07.462211,2026-01-31 22:36:07.475115
524,"Proceedings of the 6th International Workshop on Principles of Engineering
Service-Oriented and Cloud Systems, PESOS 2014, Hyderabad, India,
May 31, 2014",conference,,ACM,2,2,2026-01-31 22:36:07.479777,2026-01-31 22:36:07.488607
525,"Distributed Computing and Internet Technology, 9th International Conference,
ICDCIT 2013, Bhubaneswar, India, February 5-8, 2013. Proceedings",conference,,Springer,3,3,2026-01-31 22:36:07.506018,2026-01-31 22:36:07.514939
526,"CUBE International IT Conference & Exhibition, CUBE '12,
Pune, India - September 03 - 06, 2012",conference,,ACM,2,2,2026-01-31 22:36:07.515163,2026-01-31 22:36:07.524487
527,"Information Intelligence, Systems, Technology and Management - 5th
International Conference, ICISTM 2011, Gurgaon, India, March 10-12,
2011. Proceedings",conference,,Springer,1,1,2026-01-31 22:36:07.538640,2026-01-31 22:36:07.542404
528,"EMS 2009, Third UKSim European Symposium on Computer Modeling and
Simulation, 25-27 November 2009, Athens, Greece",conference,,IEEE Computer Society,2,2,2026-01-31 22:36:07.619055,2026-01-31 22:36:07.638819
529,"Proceedings of the IEEE International Conference on Systems, Man
and Cybernetics, San Antonio, TX, USA, 11-14 October 2009",conference,,IEEE,1,1,2026-01-31 22:36:07.639012,2026-01-31 22:36:07.644597
530,"First Asia International Conference on Modelling and Simulation, AMS
2007, Phuket, Thailand, March 27-30, 2007",conference,,IEEE Computer Society,1,1,2026-01-31 22:36:07.685903,2026-01-31 22:36:07.689354
531,"10th International Conference on Information Technology, ICIT 2007,
Roukela, India, 17-20 December 2007",conference,,IEEE Computer Society,2,2,2026-01-31 22:36:07.700847,2026-01-31 22:36:07.707712
532,"Proceedings of ICEBE 2007, IEEE International Conference on e-Business
Engineering and the Workshops SOAIC 2007, SOSE 2007, SOKM 2007,
24-26 October, 2007, Hong Kong, China",conference,,IEEE Computer Society,1,1,2026-01-31 22:36:07.710692,2026-01-31 22:36:07.713548
534,"Distributed Computing - IWDC 2005, 7th International Workshop, Kharagpur,
India, December 27-30, 2005, Proceedings",conference,,Springer,1,1,2026-01-31 22:36:07.744711,2026-01-31 22:36:07.749491
535,"Fifth International Conference on Quality Software (QSIC 2005),
19-20 September 2005, Melbourne, Australia",conference,,IEEE Computer Society,1,1,2026-01-31 22:36:07.769254,2026-01-31 22:36:07.772790
536,"Distributed Computing and Internet Technology, First International
Conference, ICDCIT 2004, Bhubaneswar, India, December 22-24, 2004,
Proceedings",conference,,Springer,1,1,2026-01-31 22:36:07.779269,2026-01-31 22:36:07.786505
537,"Intelligence in Communication Systems, IFIP International Conference,
INTELLCOMM 2004, Bangkok, Thailand, November 23-26, 2004, Proceedings",conference,,Springer,1,1,2026-01-31 22:36:07.786707,2026-01-31 22:36:07.794611
533,"2005 IEEE International Conference on e-Technology, e-Commerce,
and e-Services (EEE 2005), 29 March - 1 April 2005, Hong Kong, China",conference,,IEEE Computer Society,2,2,2026-01-31 22:36:07.729745,2026-01-31 22:36:09.272430
538,"International Conference on Information Technology: Coding and Computing
(ITCC'04), Volume 2, April 5-7, 2004, Las Vegas, Nevada, USA",conference,,IEEE Computer Society,3,3,2026-01-31 22:36:07.794809,2026-01-31 22:36:09.352210
522,"Third International Conference on Document Analysis and Recognition,
ICDAR 1995, August 14 - 15, 1995, Montreal, Canada. Volume II",conference,,IEEE Computer Society,2,2,2026-01-31 22:36:07.444339,2026-01-31 22:36:09.962164
539,"36th Hawaii International Conference on System Sciences (HICSS-36
2003), CD-ROM / Abstracts Proceedings, January 6-9, 2003, Big Island,
HI, USA",conference,,IEEE Computer Society,1,1,2026-01-31 22:36:07.809625,2026-01-31 22:36:07.812928
540,"Distributed Computing - IWDC 2003, 5th International Workshop, Kolkata,
India, December 27-30, 2003, Proceedings",conference,,Springer,1,1,2026-01-31 22:36:07.818024,2026-01-31 22:36:07.820927
541,"2003 IEEE International Conference on Electronic Commerce (CEC
2003), 24-27 June 2003, Newport Beach, CA, USA",conference,,IEEE Computer Society,1,1,2026-01-31 22:36:07.826763,2026-01-31 22:36:07.837663
542,"Distributed Computing, Mobile and Wireless Computing 4th International
Workshop, IWDC 2002, Calcutta, India, December 28-31, 2002, Proceedings",conference,,Springer,1,1,2026-01-31 22:36:07.837948,2026-01-31 22:36:07.842946
543,"8th Asia-Pacific Software Engineering Conference (APSEC 2001), 4-7
December 2001, Macau, China",conference,,IEEE Computer Society,1,1,2026-01-31 22:36:07.843143,2026-01-31 22:36:07.846296
544,"Proceedings of Chalenges, 2000 ADBIS-DASFAA Symposium on Advances
in Databases and Information Systems, Enlarged Fourth East-European
Conference on Advances in Databases and Information Systems, Prague,
Czech Republic, September 5-8, 2000",conference,,"Matfyz Press, Vydavatelstvi, Matematicko-Fyzikalni Fakulty, Unverzity
Karlovy",1,1,2026-01-31 22:36:07.849033,2026-01-31 22:36:07.850996
545,"Foundations of Software Technology and Theoretical Computer Science,
Sixth Conference, New Delhi, India, December 18-20, 1986, Proceedings",conference,,Springer,1,1,2026-01-31 22:36:07.851193,2026-01-31 22:36:07.854346
546,EAI Endorsed Trans. Scalable Inf. Syst.,journal,,,2,2,2026-01-31 22:36:07.915811,2026-01-31 22:36:07.930445
547,"Advances in Computing and Data Sciences - Second International Conference,
ICACDS 2018, Dehradun, India, April 20-21, 2018, Revised Selected
Papers, Part I",conference,,Springer,1,1,2026-01-31 22:36:07.930637,2026-01-31 22:36:07.934726
548,"Pattern Recognition - 27th International Conference, ICPR 2024,
Kolkata, India, December 1-5, 2024, Proceedings, Part XXXII",conference,,Springer,1,1,2026-01-31 22:36:07.941212,2026-01-31 22:36:07.943996
549,"Evolution in Computational Intelligence - Proceedings of the 9th International
Conference on Frontiers in Intelligent Computing: Theory and Applications
(FICTA 2021), Aizawl, India, June 25-26, 2021",conference,,Springer,1,1,2026-01-31 22:36:08.014997,2026-01-31 22:36:08.019066
550,"Recent Trends in Image Processing and Pattern Recognition - 4th International
Conference, RTIP2R 2021, Msida, Malta, December 8-10, 2021, Revised
Selected Papers",conference,,Springer,1,1,2026-01-31 22:36:08.026058,2026-01-31 22:36:08.029870
551,"2019 International Conference on Document Analysis and Recognition,
ICDAR 2019, Sydney, Australia, September 20-25, 2019",conference,,IEEE,1,1,2026-01-31 22:36:08.036457,2026-01-31 22:36:08.040790
552,"Computer Vision and Graphics - International Conference, ICCVG 2018,
Warsaw, Poland, September 17-19, 2018, Proceedings",conference,,Springer,1,1,2026-01-31 22:36:08.049622,2026-01-31 22:36:08.054594
553,"Recent Trends in Image Processing and Pattern Recognition, Second
International Conference, RTIP2R 2018, Solapur, India, December
21-22, 2018, Revised Selected Papers, Part III",conference,,Springer,1,1,2026-01-31 22:36:08.054811,2026-01-31 22:36:08.059995
554,"14th IAPR International Conference on Document Analysis and Recognition,
ICDAR 2017, Kyoto, Japan, November 9-15, 2017",conference,,IEEE,1,1,2026-01-31 22:36:08.093879,2026-01-31 22:36:08.096832
556,"Security in Computing and Communications - International Symposium,
SSCC 2013, Mysore, India, August 22-24, 2013. Proceedings",conference,,Springer,1,1,2026-01-31 22:36:08.140509,2026-01-31 22:36:08.147587
557,Math. Comput. Model.,journal,,,1,1,2026-01-31 22:36:08.147903,2026-01-31 22:36:08.152753
558,"Proceedings of the 4th Bangalore Annual Compute Conference, Compute
2011, Bangalore, India, March 25-26, 2011",conference,,ACM,2,2,2026-01-31 22:36:08.180086,2026-01-31 22:36:08.190505
560,J. Inf. Process. Syst.,journal,,,1,1,2026-01-31 22:36:08.203361,2026-01-31 22:36:08.208007
561,"ARTCom 2009, International Conference on Advances in Recent Technologies
in Communication and Computing, Kottayam, Kerala, India, 27-28 October
2009",conference,,IEEE Computer Society,1,1,2026-01-31 22:36:08.213249,2026-01-31 22:36:08.217948
562,"9th International Conference on Document Analysis and Recognition
(ICDAR 2007), 23-26 September, Curitiba, Paraná, Brazil",conference,,IEEE Computer Society,1,1,2026-01-31 22:36:08.218168,2026-01-31 22:36:08.221607
563,"VISAPP 2007: Proceedings of the Second International Conference
on Computer Vision Theory and Applications, Barcelona, Spain, March
8-11, 2007 - Volume 1",conference,,"INSTICC - Institute for Systems and Technologies of Information,
Control and Communication",1,1,2026-01-31 22:36:08.224417,2026-01-31 22:36:08.228324
564,"Computer Vision - ACCV 2006, 7th Asian Conference on Computer Vision,
Hyderabad, India, January 13-16, 2006, Proceedings, Part II",conference,,Springer,1,1,2026-01-31 22:36:08.228531,2026-01-31 22:36:08.233593
565,"20th International Conference on Computers and Their Applications,
CATA 2005, March 16-18, 2005, Holiday Inn Downtown-Superdome Hotel,
New Orleans, Louisiana, USA, Proceedings",conference,,ISCA,1,1,2026-01-31 22:36:08.233795,2026-01-31 22:36:08.238384
566,"IEEE International Geoscience & Remote Sensing Symposium, IGARSS
2005, July 25-29, 2005, Seoul, Korea, Proceedings",conference,,IEEE,1,1,2026-01-31 22:36:08.247578,2026-01-31 22:36:08.252092
567,"ICVGIP 2004, Proceedings of the Fourth Indian Conference on Computer
Vision, Graphics & Image Processing, Kolkata, India, December 16-18,
2004",conference,,Allied Publishers Private Limited,2,2,2026-01-31 22:36:08.278704,2026-01-31 22:36:08.304739
568,"Conference on Computer Vision and Pattern Recognition, CVPR 1994,
21-23 June, 1994, Seattle, WA, USA",conference,,IEEE,1,1,2026-01-31 22:36:08.316770,2026-01-31 22:36:08.320814
569,"The First Tiny Papers Track at ICLR 2023, Tiny Papers @ ICLR 2023,
Kigali, Rwanda, May 5, 2023",conference,,OpenReview.net,1,1,2026-01-31 22:36:08.333205,2026-01-31 22:36:08.335855
10,"Multi-disciplinary Trends in Artificial Intelligence - 16th International
Conference, MIWAI 2023, Hyderabad, India, July 21-22, 2023, Proceedings",conference,,Springer,13,12,2026-01-31 22:35:55.452867,2026-01-31 22:36:08.341070
570,Int. J. Semantic Comput.,journal,,,1,1,2026-01-31 22:36:08.347242,2026-01-31 22:36:08.351865
555,"Fourth National Conference on Computer Vision, Pattern Recognition,
Image Processing and Graphics, NCVPRIPG 2013, Jodhpur, India, December
18-21, 2013",conference,,IEEE,3,3,2026-01-31 22:36:08.129330,2026-01-31 22:36:09.079387
559,"Proceedings of the 5th Indian International Conference on Artificial
Intelligence, IICAI 2011, Tumkur, Karnataka State, India, December
14-16, 2011",conference,,IICAI,2,2,2026-01-31 22:36:08.190813,2026-01-31 22:36:10.179507
125,CoRR,journal,,,107,106,2026-01-31 22:35:57.131916,2026-01-31 22:36:10.460618
571,"Intelligent Data Engineering and Analytics - Proceedings of the 9th
International Conference on Frontiers in Intelligent Computing: Theory
and Applications (FICTA 2021), Aizawl, India, June 25-26, 2021",conference,,Springer,1,1,2026-01-31 22:36:08.352052,2026-01-31 22:36:08.356533
572,"Proceedings of the 6th Workshop on Representation Learning for NLP,
RepL4NLP@ACL-IJCNLP 2021, Online, August 6, 2021",conference,,Association for Computational Linguistics,1,1,2026-01-31 22:36:08.356790,2026-01-31 22:36:08.360309
573,Res. Comput. Sci.,journal,,,1,1,2026-01-31 22:36:08.367372,2026-01-31 22:36:08.370067
574,"Proceedings of the 6th Workshop on Asian Language Resources, ALR@IJCNLP
2008, Hyderabad, India, January 11-12, 2008",conference,,Asian Federation of Natural Language Processing,1,1,2026-01-31 22:36:08.372795,2026-01-31 22:36:08.375443
575,"Third International Joint Conference on Natural Language Processing,
IJCNLP 2008, Hyderabad, India, January 7-12, 2008",conference,,The Association for Computer Linguistics,2,2,2026-01-31 22:36:08.378104,2026-01-31 22:36:08.391402
576,J. Quant. Linguistics,journal,,,1,1,2026-01-31 22:36:08.399732,2026-01-31 22:36:08.403662
577,"Computational Linguistics and Intelligent Text Processing, 7th International
Conference, CICLing 2006, Mexico City, Mexico, February 19-25, 2006,
Proceedings",conference,,Springer,1,1,2026-01-31 22:36:08.403864,2026-01-31 22:36:08.408733
578,"Advances in Natural Language Processing, 4th International Conference,
EsTAL 2004, Alicante, Spain, October 20-22, 2004, Proceedings",conference,,Springer,1,1,2026-01-31 22:36:08.408942,2026-01-31 22:36:08.412410
579,"Proceedings of the 2023 7th International Conference on Computer Science
and Artificial Intelligence, CSAI 2023, Beijing, China, December
8-10, 2023",conference,,ACM,1,1,2026-01-31 22:36:08.460602,2026-01-31 22:36:08.463321
580,Inf. Syst.,journal,,,1,1,2026-01-31 22:36:08.531398,2026-01-31 22:36:08.536174
581,Connect. Sci.,journal,,,1,1,2026-01-31 22:36:08.571143,2026-01-31 22:36:08.578511
582,"AAMAS '21: 20th International Conference on Autonomous Agents and
Multiagent Systems, Virtual Event, United Kingdom, May 3-7, 2021",conference,,ACM,1,1,2026-01-31 22:36:08.634112,2026-01-31 22:36:08.641010
